JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
SIT	Journal de situation	9	20250101	61352	ABONNMENT NOM DE DOMAINE + EXCHANGE			146	20250101	Extourne - OVH.COM 01/06/24-30/04/25	33,02	0,0				33,02	EUR
SIT	Journal de situation	9	20250101	486	Charges constatées d'avance			146	20250101	Extourne - OVH.COM 01/06/24-30/04/25	0,0	33,02	J	20250101		-33,02	EUR
SIT	Journal de situation	10	20250101	486	Charges constatées d'avance			147	20250101	Extourne - SALESFORCE.ORG - 08.08.24-30.06.25	0,0	37,26	K	20250101		-37,26	EUR
SIT	Journal de situation	10	20250101	6135300009	ABONNEMENT SALESFORCE (INTRACOM) (TVA 20%)			147	20250101	Extourne - SALESFORCE.ORG - 08.08.24-30.06.25	37,26	0,0				37,26	EUR
SIT	Journal de situation	11	20250101	486	Charges constatées d'avance			148	20250101	Extourne - OVH.COM 27/04/24-26/04/27	0,0	93,44	L	20250101		-93,44	EUR
SIT	Journal de situation	11	20250101	61352	ABONNMENT NOM DE DOMAINE + EXCHANGE			148	20250101	Extourne - OVH.COM 27/04/24-26/04/27	93,44	0,0				93,44	EUR
SIT	Journal de situation	12	20250101	486	Charges constatées d'avance			149	20250101	Extourne - ZOOM 17/05/24-02/01/25	0,0	3,05	M	20250101		-3,05	EUR
SIT	Journal de situation	12	20250101	61356	ABONNEMENT - ZOOM			149	20250101	Extourne - ZOOM 17/05/24-02/01/25	3,05	0,0				3,05	EUR
SIT	Journal de situation	13	20250101	44586	Taxes sur le chiffre d'affaires sur factures non parvenues			150	20250101	Extourne - HONO CAC 2024	0,0	400,0	N	20250101		-400,00	EUR
SIT	Journal de situation	13	20250101	4081	Fournisseurs			150	20250101	Extourne - HONO CAC 2024	2400,0	0,0	O	20250101		2400,00	EUR
SIT	Journal de situation	13	20250101	62263	HONORAIRES CAC			150	20250101	Extourne - HONO CAC 2024	0,0	2000,0				-2000,00	EUR
SIT	Journal de situation	14	20250101	6270000003	Services bancaires et assimilés (Pas de TVA)			151	20250101	Extourne - COMMISSIONS BANCAIRES 12/2023	0,0	623,16				-623,16	EUR
SIT	Journal de situation	14	20250101	4686	AUTRES CHARGES À PAYER			151	20250101	Extourne - COMMISSIONS BANCAIRES 12/2023	623,16	0,0	P	20250101		623,16	EUR
SIT	Journal de situation	15	20250101	487	Produits constatés d'avance			152	20250101	Extourne - PCA - FRAIS DE DOSSIERS 2024 POUR 2025	4250,07	0,0	Q	20250101		4250,07	EUR
SIT	Journal de situation	15	20250101	7061	ACCOMPAGNEMENT SOUSCRIPTION MOBILIZE			152	20250101	Extourne - PCA - FRAIS DE DOSSIERS 2024 POUR 2025	0,0	4250,07				-4250,07	EUR
SIT	Journal de situation	16	20250101	44586	Taxes sur le chiffre d'affaires sur factures non parvenues			153	20250101	Extourne - HONO 12.24	0,0	44,2	R	20250101		-44,20	EUR
SIT	Journal de situation	16	20250101	4081	Fournisseurs			153	20250101	Extourne - HONO 12.24	265,2	0,0	S	20250101		265,20	EUR
SIT	Journal de situation	16	20250101	6226210009	HONORAIRES GESTION-SOCIAL (TVA 20%)			153	20250101	Extourne - HONO 12.24	0,0	221,0				-221,00	EUR
SIT	Journal de situation	17	20250101	44587	Taxes sur le chiffre d'affaires sur factures à établir			154	20250101	Extourne - 2025-001-R	700,0	0,0	T	20250101		700,00	EUR
SIT	Journal de situation	17	20250101	4181	CLIENTS - FACTURES À ÉTABLIR			154	20250101	Extourne - 2025-001-R	0,0	4200,0	U	20250101		-4200,00	EUR
SIT	Journal de situation	17	20250101	7082000009	Commissions et courtages (TVA 20%)			154	20250101	Extourne - 2025-001-R	3500,0	0,0				3500,00	EUR
SIT	Journal de situation	18	20250101	6135300009	ABONNEMENT SALESFORCE (INTRACOM) (TVA 20%)			155	20250101	Extourne - SALESFORCE.ORG - 01.07.24-30.06.25	9101,35	0,0				9101,35	EUR
SIT	Journal de situation	18	20250101	486	Charges constatées d'avance			155	20250101	Extourne - SALESFORCE.ORG - 01.07.24-30.06.25	0,0	9101,35	V	20250101		-9101,35	EUR
SIT	Journal de situation	19	20250101	61358	ABONNEMENT CHATGPT			156	20250101	Extourne - CHATGPT 20USD 16/12/24-16/01/25	9,52	0,0				9,52	EUR
SIT	Journal de situation	19	20250101	486	Charges constatées d'avance			156	20250101	Extourne - CHATGPT 20USD 16/12/24-16/01/25	0,0	9,52	W	20250101		-9,52	EUR
SIT	Journal de situation	20	20250101	740	Subventions			157	20250101	Extourne - CCN SSD 2025	0,0	5000,0				-5000,00	EUR
SIT	Journal de situation	20	20250101	487	Produits constatés d'avance			157	20250101	Extourne - CCN SSD 2025	5000,0	0,0	X	20250101		5000,00	EUR
SIT	Journal de situation	21	20250101	61356	ABONNEMENT - ZOOM			158	20250101	Extourne - ZOOM 03/01/24-02/01/25	9,15	0,0				9,15	EUR
SIT	Journal de situation	21	20250101	486	Charges constatées d'avance			158	20250101	Extourne - ZOOM 03/01/24-02/01/25	0,0	9,15	Y	20250101		-9,15	EUR
AN	Journal des à-nouveaux	22	20250101	1013	Capital souscrit - appelé, versé			Non dispo	20250101	FDD RESEAU CAISSE EP - SOUSCRIPTION DE 10000 ACTIONS - 010010001	0,0	10000,0				-10000,00	EUR
AN	Journal des à-nouveaux	22	20250101	1013	Capital souscrit - appelé, versé			Non dispo	20250101	LIBERATION K SOCIAL - 010010001	0,0	30000,0				-30000,00	EUR
AN	Journal des à-nouveaux	22	20250101	1061	Réserve légale			Non dispo	20250101	A-nouveaux au 01/01/2025 - 010010001	0,0	4000,0				-4000,00	EUR
AN	Journal des à-nouveaux	22	20250101	110	Report à nouveau			Non dispo	20250101	AFFECTATION RESULTAT N-1 - 010010001	0,0	25141,27				-25141,27	EUR
AN	Journal des à-nouveaux	22	20250101	1201	BÉNÉFICE DE L'EXERCICE			Non dispo	20250101	Résultat de l'exercice - 010010001	0,0	5075,55	Z	20250630		-5075,55	EUR
AN	Journal des à-nouveaux	22	20250101	1518	Autres provisions pour risques			Non dispo	20250101	PPR AVANCE TRESORERIE - TERLOT MRN - 010010001	0,0	500,0				-500,00	EUR
AN	Journal des à-nouveaux	22	20250101	1518	Autres provisions pour risques			Non dispo	20250101	PPR AVANCE TRESORERIE - OUKIKI MRN - 010010001	0,0	2200,34				-2200,34	EUR
AN	Journal des à-nouveaux	22	20250101	1518	Autres provisions pour risques			Non dispo	20250101	PPR AVANCE TRESORERIE - MADI MRN - 010010001	0,0	1200,0				-1200,00	EUR
AN	Journal des à-nouveaux	22	20250101	1518	Autres provisions pour risques			Non dispo	20250101	PPR AVANCE TRESORERIE - MEGROUS MRN - 010010001	0,0	750,0				-750,00	EUR
AN	Journal des à-nouveaux	22	20250101	2051	PLATEFORME CLUB MOBILITE - HARDIS			Non dispo	20250101	A-nouveaux au 01/01/2025 - 010010001	97371,29	0,0				97371,29	EUR
AN	Journal des à-nouveaux	22	20250101	2183	Matériel de bureau et matériel informatique			Non dispo	20250101	A-nouveaux au 01/01/2025 - 010010001	4026,98	0,0				4026,98	EUR
AN	Journal des à-nouveaux	22	20250101	275	Dépôts et cautionnements versés			Non dispo	20250101	A-nouveaux au 01/01/2025 - 010010001	37,6	0,0				37,60	EUR
AN	Journal des à-nouveaux	22	20250101	28051	AMORT PLATEFORME CLUB MOBILITE - HARDIS			Non dispo	20250101	Ecriture de dotation aux amortissements comptables - 010010001	0,0	7560,0				-7560,00	EUR
AN	Journal des à-nouveaux	22	20250101	28051	AMORT PLATEFORME CLUB MOBILITE - HARDIS			Non dispo	20250101	Ecriture de dotation aux amortissements comptables - 010010001	0,0	4230,19				-4230,19	EUR
AN	Journal des à-nouveaux	22	20250101	28051	AMORT PLATEFORME CLUB MOBILITE - HARDIS			Non dispo	20250101	Ecriture de dotation aux amortissements comptables - 010010001	0,0	20112,64				-20112,64	EUR
AN	Journal des à-nouveaux	22	20250101	28051	AMORT PLATEFORME CLUB MOBILITE - HARDIS			Non dispo	20250101	Ecriture de dotation aux amortissements comptables - 010010001	0,0	16782,82				-16782,82	EUR
AN	Journal des à-nouveaux	22	20250101	28051	AMORT PLATEFORME CLUB MOBILITE - HARDIS			Non dispo	20250101	Ecriture de dotation aux amortissements comptables - 010010001	0,0	16782,82				-16782,82	EUR
AN	Journal des à-nouveaux	22	20250101	28051	AMORT PLATEFORME CLUB MOBILITE - HARDIS			Non dispo	20250101	Ecriture de dotation aux amortissements comptables - 010010001	0,0	18688,35				-18688,35	EUR
AN	Journal des à-nouveaux	22	20250101	28183	AMORTIS. MATERIEL BUREAU ET INFORMATIQUE			Non dispo	20250101	A-nouveaux au 01/01/2025 - 010010001	0,0	3220,05				-3220,05	EUR
AN	Journal des à-nouveaux	22	20250101	401	Fournisseurs	401ACTIONTANK	ACTION TANK	Non dispo	20250101	ACTION TANK - LOYER 01.24-12.24 - 010010001	0,0	12000,0	BA	20250311		-12000,00	EUR
AN	Journal des à-nouveaux	22	20250101	401	Fournisseurs	401ACTIONTANK	ACTION TANK	Non dispo	20250101	ACTION TANK - PROJET 2024 - 010010001	0,0	20000,0	BA	20250311		-20000,00	EUR
AN	Journal des à-nouveaux	22	20250101	401	Fournisseurs	401COPIVIER	COPIVIER	Non dispo	20250101	COPIVIER - 010010001	0,0	663,1	BB	20250311		-663,10	EUR
AN	Journal des à-nouveaux	22	20250101	401	Fournisseurs	401ESS	ESS EXPERTISE	Non dispo	20250101	ESS EXPERTISE - 010010001	0,0	397,2	BC	20250519		-397,20	EUR
AN	Journal des à-nouveaux	22	20250101	401	Fournisseurs	401RESTAU	RESTAURATION	Non dispo	20250101	MONOPRIX - 010010001	0,0	8,35	BD	20250101		-8,35	EUR
AN	Journal des à-nouveaux	22	20250101	401	Fournisseurs	401RESTAU	RESTAURATION	Non dispo	20250101	BOULANGERIE LEONIE - 010010001	0,0	24,11	BD	20250101		-24,11	EUR
AN	Journal des à-nouveaux	22	20250101	401	Fournisseurs	401UTOPIHA	UTOPIHA	Non dispo	20250101	UTOPIHA - 09.24-12.24 - 010010001	0,0	272,57	BE	20250426		-272,57	EUR
AN	Journal des à-nouveaux	22	20250101	4081	Fournisseurs			Non dispo	20250101	HONO CAC 2024 - 010010001	0,0	2400,0	O	20250101		-2400,00	EUR
AN	Journal des à-nouveaux	22	20250101	4081	Fournisseurs			Non dispo	20250101	HONO 12.24 - 010010001	0,0	265,2	S	20250101		-265,20	EUR
AN	Journal des à-nouveaux	22	20250101	4091	Fournisseurs - Avances et acomptes versés sur commandes			Non dispo	20250101	VIRT METROPOLE ROUEN - RBST CAR TROP VERSE - MEGROUS - 010010001	750,0	0,0				750,00	EUR
AN	Journal des à-nouveaux	22	20250101	4091	Fournisseurs - Avances et acomptes versés sur commandes			Non dispo	20250101	VIRT METROPOLE ROUEN - RBST CAR TROP VERSE - TERLOT - 010010001	1000,0	0,0				1000,00	EUR
AN	Journal des à-nouveaux	22	20250101	4091	Fournisseurs - Avances et acomptes versés sur commandes			Non dispo	20250101	CLUB MOBILITE - FR74ZZZ838795 SEPA - 010010001	694,4	0,0				694,40	EUR
AN	Journal des à-nouveaux	22	20250101	411	Clients	411RENAULT	RENAULT SAS	Non dispo	20250101	DACIA APPORT D'AFFAIRES - 010010001	9960,0	0,0	BF	20250207		9960,00	EUR
AN	Journal des à-nouveaux	22	20250101	411	Clients	411RENAULT	RENAULT SAS	Non dispo	20250101	ACCOMPAGNEMENT 2EME SEMESTRE - 010010001	36000,0	0,0	BF	20250207		36000,00	EUR
AN	Journal des à-nouveaux	22	20250101	4181	CLIENTS - FACTURES À ÉTABLIR			Non dispo	20250101	FAE FRAIS DE DOSSIERS 2025 POUR 2024 - 010010001	1100,02	0,0	H	20250101		1100,02	EUR
AN	Journal des à-nouveaux	22	20250101	4181	CLIENTS - FACTURES À ÉTABLIR			Non dispo	20250101	2025-001-R - 010010001	4200,0	0,0	U	20250101		4200,00	EUR
AN	Journal des à-nouveaux	22	20250101	421	Personnel - Rémunérations dues	421ATMAN	421ATMAN	Non dispo	20250101	ATMAN - ATMANI Maxime - 010010001	0,0	4166,23	BG	20250531		-4166,23	EUR
AN	Journal des à-nouveaux	22	20250101	421	Personnel - Rémunérations dues	421ATMAN	421ATMAN	Non dispo	20250101	VIR INST MAXIME ATMANI - 010010001	2295,91	0,0	BG	20250531		2295,91	EUR
AN	Journal des à-nouveaux	22	20250101	421	Personnel - Rémunérations dues	421BENHS	421BENHS	Non dispo	20250101	BENHS - BENHSAINE Rim - 010010001	0,0	3256,38	BH	20250531		-3256,38	EUR
AN	Journal des à-nouveaux	22	20250101	421	Personnel - Rémunérations dues	421BENHS	421BENHS	Non dispo	20250101	VIR INST RIM BENHSAINE - 010010001	1647,75	0,0	BH	20250531		1647,75	EUR
AN	Journal des à-nouveaux	22	20250101	421	Personnel - Rémunérations dues	421LEMAI	421LEMAI	Non dispo	20250101	LEMAI - LEMAIRE CHRISTALINE née NDI - 010010001	0,0	2835,15	BI	20250303		-2835,15	EUR
AN	Journal des à-nouveaux	22	20250101	421	Personnel - Rémunérations dues	421LEMAI	421LEMAI	Non dispo	20250101	VIR INST CHRISTALINE LEMAIRE - 010010001	1647,75	0,0	BI	20250303		1647,75	EUR
AN	Journal des à-nouveaux	22	20250101	4282	Dettes provisionnées pour congés à payer			Non dispo	20250101	Provision RTT - décembre 2024 - 010010001	0,0	733,95	BJ	20250131		-733,95	EUR
AN	Journal des à-nouveaux	22	20250101	4282	Dettes provisionnées pour congés à payer			Non dispo	20250101	Provision CP - décembre 2024 - 010010001	0,0	5379,63	BK	20250131		-5379,63	EUR
AN	Journal des à-nouveaux	22	20250101	431	Sécurité sociale			Non dispo	20250101	SALAIRES 12/2024 - 010010001	0,0	7029,7	BL	20250516		-7029,70	EUR
AN	Journal des à-nouveaux	22	20250101	4372	Cotisation Agirc			Non dispo	20250101	SALAIRES 12/2024 - 010010001	0,0	1516,68	BM	20250527		-1516,68	EUR
AN	Journal des à-nouveaux	22	20250101	4372	Cotisation Agirc			Non dispo	20250101	KLESIA - 010010001	645,08	0,0				645,08	EUR
AN	Journal des à-nouveaux	22	20250101	4375	MUTUELLE : AXERIA			Non dispo	20250101	SALAIRES 11/2024 - 010010001	0,0	92,72	BN	20250314		-92,72	EUR
AN	Journal des à-nouveaux	22	20250101	4375	MUTUELLE : AXERIA			Non dispo	20250101	SALAIRES 12/2024 - 010010001	0,0	92,72	BN	20250314		-92,72	EUR
AN	Journal des à-nouveaux	22	20250101	4375	MUTUELLE : AXERIA			Non dispo	20250101	SALAIRES 10/2024 - 010010001	0,0	139,08	BN	20250314		-139,08	EUR
AN	Journal des à-nouveaux	22	20250101	4382	Charges sociales sur congés à payer			Non dispo	20250101	Provision RTT - décembre 2024 - 010010001	0,0	222,55	BO	20250630		-222,55	EUR
AN	Journal des à-nouveaux	22	20250101	4382	Charges sociales sur congés à payer			Non dispo	20250101	Provision CP - décembre 2024 - 010010001	0,0	1120,84	BO	20250630		-1120,84	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 09/2024 - 010010001	0,0	11,13	BP	20250516		-11,13	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 11/2024 - 010010001	0,0	6,61	BP	20250516		-6,61	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 06/2024 - 010010001	0,0	10,84	BP	20250516		-10,84	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 12/2024 - 010010001	0,0	12,01	BP	20250516		-12,01	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 07/2024 - 010010001	0,0	11,73	BP	20250516		-11,73	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 08/2024 - 010010001	0,0	10,97	BP	20250516		-10,97	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 03/2024 - 010010001	0,0	9,83	BP	20250516		-9,83	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 05/2024 - 010010001	0,0	10,25	BP	20250516		-10,25	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 02/2024 - 010010001	0,0	8,3	BP	20250516		-8,30	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 01/2024 - 010010001	0,0	8,03	BP	20250516		-8,03	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 10/2024 - 010010001	0,0	9,27	BP	20250516		-9,27	EUR
AN	Journal des à-nouveaux	22	20250101	4386	Autres charges à payer			Non dispo	20250101	SALAIRES 04/2024 - 010010001	0,0	9,06	BP	20250516		-9,06	EUR
AN	Journal des à-nouveaux	22	20250101	4417002	SUBVENTION - ACTION TANK			Non dispo	20250101	VIR SEPA ACTION TANK ENTREPRISE - 010010001	0,0	6000,0				-6000,00	EUR
AN	Journal des à-nouveaux	22	20250101	4417002	SUBVENTION - ACTION TANK			Non dispo	20250101	SUBVENTION - ACTION TANK - 010010001	30000,0	0,0				30000,00	EUR
AN	Journal des à-nouveaux	22	20250101	4417002	SUBVENTION - ACTION TANK			Non dispo	20250101	VIR SEPA ACTION TANK ENTREPRISE - 010010001	0,0	4500,0				-4500,00	EUR
AN	Journal des à-nouveaux	22	20250101	4417002	SUBVENTION - ACTION TANK			Non dispo	20250101	VIR INST ACTION TANK ENTREPRIS - 010010001	0,0	3000,0				-3000,00	EUR
AN	Journal des à-nouveaux	22	20250101	4417002	SUBVENTION - ACTION TANK			Non dispo	20250101	VIR SEPA ACTION TANK ENTREPRISE - 010010001	0,0	6000,0				-6000,00	EUR
AN	Journal des à-nouveaux	22	20250101	4417005	SUBVENTION SEINE SAINT DENIS			Non dispo	20250101	PAIERIE DEPTLE SEINE SAINT DENIS - 110120676969 - 010010001	0,0	20000,0	BQ	20251106		-20000,00	EUR
AN	Journal des à-nouveaux	22	20250101	4417005	SUBVENTION SEINE SAINT DENIS			Non dispo	20250101	CCN SSD - 010010001	40000,0	0,0	BQ	20251106		40000,00	EUR
AN	Journal des à-nouveaux	22	20250101	4421	Prélèvements à la source (Impôt sur le revenu)			Non dispo	20250101	SALAIRES 12/2024 - 010010001	0,0	231,6	BR	20250122		-231,60	EUR
AN	Journal des à-nouveaux	22	20250101	444	État - Impôts sur les bénéfices			Non dispo	20250101	Club Mobilit - FR46ZZZ005002 SEPA - 010010001	4162,0	0,0	BS	20250729		4162,00	EUR
AN	Journal des à-nouveaux	22	20250101	444	État - Impôts sur les bénéfices			Non dispo	20250101	IS TN 25% - 010010001	0,0	1692,0	BT	20250515		-1692,00	EUR
AN	Journal des à-nouveaux	22	20250101	444	État - Impôts sur les bénéfices			Non dispo	20250101	Club Mobilit - FR46ZZZ005002 SEPA - 010010001	2863,0	0,0	BS	20250729		2863,00	EUR
AN	Journal des à-nouveaux	22	20250101	444	État - Impôts sur les bénéfices			Non dispo	20250101	Club Mobilit - FR46ZZZ005002 SEPA - 010010001	8342,0	0,0	BU	20250224		8342,00	EUR
AN	Journal des à-nouveaux	22	20250101	444	État - Impôts sur les bénéfices			Non dispo	20250101	IS 2023 - 010010001	0,0	11450,0	BU	20250224		-11450,00	EUR
AN	Journal des à-nouveaux	22	20250101	444	État - Impôts sur les bénéfices			Non dispo	20250101	Club Mobilit - FR46ZZZ005002 SEPA - 010010001	2863,0	0,0	BS	20250729		2863,00	EUR
AN	Journal des à-nouveaux	22	20250101	44551	TVA à décaisser			Non dispo	20250101	TVA 12.24 - 010010001	0,0	2094,0	BV	20250529		-2094,00	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	LA POSTE - 010010001	1,68	0,0	BW	20250101		1,68	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	OVH.COM 01/06/24-30/04/25 - 010010001	18,38	0,0	BW	20250101		18,38	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	MICROSOFT IRELAND - 010010001	16,5	0,0	BW	20250101		16,50	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	IKEA - 010010001	2,65	0,0	BW	20250101		2,65	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	CENTRALISATION TVA 2024 - 010010001	58,76	0,0	BW	20250101		58,76	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	TVA 12.24 - 010010001	0,0	500,0	BW	20250101		-500,00	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	ESS EXPERTISE - 010010001	66,2	0,0	BW	20250101		66,20	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	IMPRIMERIE NATIONALE - 010010001	0,52	0,0	BW	20250101		0,52	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	IMPRIMERIE NATIONALE - 010010001	0,52	0,0	BW	20250101		0,52	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	ESS EXPERTISE - 10/2024 - 010010001	32,6	0,0	BW	20250101		32,60	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	SWILE 11/2024 - 010010001	1,8	0,0	BW	20250101		1,80	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	IMPRIMERIE NATIONALE - 010010001	0,52	0,0	BW	20250101		0,52	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	IMPRIMERIE NATIONALE - 010010001	0,52	0,0	BW	20250101		0,52	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	IMPRIMERIE NATIONALE - 010010001	0,52	0,0	BW	20250101		0,52	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	IMPRIMERIE NATIONALE - 010010001	0,52	0,0	BW	20250101		0,52	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	IMPRIMERIE NATIONALE - 010010001	0,52	0,0	BW	20250101		0,52	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	COPIVIER - 010010001	36,1	0,0	BW	20250101		36,10	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	IMPRIMERIE NATIONALE - 010010001	0,52	0,0	BW	20250101		0,52	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	SWILE 02/2024 - 010010001	2,4	0,0	BW	20250101		2,40	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	MALT COMMUNITY - 010010001	17,67	0,0	BW	20250101		17,67	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	SWILE 12/2024 - 010010001	1,8	0,0	BW	20250101		1,80	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	ESS EXPERTISE - 010010001	16,2	0,0	BW	20250101		16,20	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	COPIVIER - 010010001	77,87	0,0	BW	20250101		77,87	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	UTOPIHA - 09.24-12.24 - 010010001	45,43	0,0	BW	20250101		45,43	EUR
AN	Journal des à-nouveaux	22	20250101	44566	TVA sur autres biens et services			Non dispo	20250101	MONOPRIX - 010010001	0,44	0,0	BW	20250101		0,44	EUR
